epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,189739,0.90441,0.34294,0.91489,0.99776,0.99608,0.99483,0.69874,1.09952,0.40123,0.83952,0.007822,0.007822,0.007822
68,192542,0.90362,0.34298,0.91462,0.9979,0.99598,0.99483,0.69905,1.09944,0.40098,0.83947,0.007789,0.007789,0.007789
69,195367,0.90353,0.34289,0.91439,0.99787,0.99591,0.99483,0.69908,1.09937,0.40086,0.83947,0.007756,0.007756,0.007756
70,198180,0.90339,0.34151,0.91442,0.99751,0.9961,0.99483,0.69928,1.09931,0.40069,0.83947,0.007723,0.007723,0.007723
71,201003,0.90551,0.34216,0.91594,0.99757,0.99597,0.99482,0.69945,1.09928,0.40055,0.83942,0.00769,0.00769,0.00769
72,203848,0.90415,0.34302,0.9136,0.99754,0.99597,0.99482,0.69958,1.09921,0.4004,0.83941,0.007657,0.007657,0.007657
73,206697,0.90115,0.34134,0.91272,0.99778,0.99591,0.99482,0.69966,1.09894,0.40027,0.83937,0.007624,0.007624,0.007624
74,209533,0.90305,0.34347,0.91342,0.99774,0.99575,0.9948,0.69959,1.09873,0.40012,0.83934,0.007591,0.007591,0.007591
75,212367,0.90012,0.34019,0.91447,0.99784,0.99564,0.99479,0.69958,1.09861,0.39996,0.83931,0.007558,0.007558,0.007558
76,215199,0.90026,0.34111,0.91295,0.99784,0.99571,0.99479,0.6993,1.09844,0.39982,0.83929,0.007525,0.007525,0.007525
77,218050,0.90087,0.34075,0.91301,0.99773,0.99593,0.99479,0.69937,1.09841,0.39963,0.83928,0.007492,0.007492,0.007492
78,220905,0.89825,0.34057,0.91295,0.99773,0.99604,0.99479,0.6994,1.09829,0.3995,0.83926,0.007459,0.007459,0.007459
79,223729,0.89711,0.34099,0.91498,0.99762,0.9961,0.99478,0.69972,1.0982,0.39935,0.83925,0.007426,0.007426,0.007426
80,226541,0.89545,0.33841,0.91355,0.99773,0.99608,0.99478,0.69972,1.09817,0.39926,0.83924,0.007393,0.007393,0.007393
81,229378,0.89656,0.33897,0.9133,0.99767,0.99608,0.99478,0.69974,1.0981,0.3991,0.83923,0.00736,0.00736,0.00736
82,232216,0.89753,0.33942,0.91302,0.99756,0.99608,0.99478,0.69985,1.09802,0.39901,0.83921,0.007327,0.007327,0.007327
83,235029,0.89505,0.33856,0.91131,0.99759,0.99608,0.99478,0.69991,1.09799,0.39893,0.83918,0.007294,0.007294,0.007294
84,237869,0.89132,0.33793,0.91127,0.99753,0.99608,0.99478,0.69996,1.09796,0.39887,0.83915,0.007261,0.007261,0.007261
85,240713,0.89425,0.33791,0.91143,0.99745,0.99608,0.99478,0.70004,1.09788,0.39881,0.83913,0.007228,0.007228,0.007228
86,243539,0.8961,0.3481,0.9104,0.99748,0.99608,0.99478,0.6999,1.09783,0.39872,0.83912,0.007195,0.007195,0.007195
87,246374,0.89209,0.34142,0.91193,0.99764,0.99608,0.99478,0.6999,1.09775,0.39861,0.8391,0.007162,0.007162,0.007162
88,249215,0.89402,0.33789,0.91228,0.99768,0.99603,0.99478,0.69996,1.09772,0.39853,0.83909,0.007129,0.007129,0.007129
89,252055,0.89036,0.33644,0.91133,0.99768,0.9959,0.99478,0.70007,1.09761,0.39847,0.83907,0.007096,0.007096,0.007096
90,254885,0.8925,0.33685,0.91217,0.99746,0.99613,0.99478,0.70014,1.09758,0.39841,0.83905,0.007063,0.007063,0.007063
91,257722,0.89156,0.33841,0.91211,0.99754,0.99613,0.99478,0.70021,1.09749,0.39834,0.83903,0.00703,0.00703,0.00703
92,260577,0.89324,0.33668,0.91086,0.99756,0.99613,0.99478,0.70013,1.09743,0.39827,0.83902,0.006997,0.006997,0.006997
93,263427,0.89181,0.33545,0.91055,0.99784,0.99583,0.99478,0.70007,1.09737,0.39822,0.839,0.006964,0.006964,0.006964
